"name","id","url","platforms","kill chain phases","description","data sources","detection"
"Exploits","T1587.004","https://attack.mitre.org/techniques/T1587/004","PRE","Resource Development","<p>Adversaries may develop exploits that can be used during targeting. An exploit takes advantage of a bug or vulnerability in order to cause unintended or unanticipated behavior to occur on computer hardware or software. Rather than finding/modifying exploits from online or purchasing them from exploit vendors, an adversary may develop their own exploits.(Citation: NYTStuxnet) Adversaries may use information acquired via <a href=""https://attack.mitre.org/techniques/T1588/006"" rel=""noopener"" target=""_blank"">Vulnerabilities</a> to focus exploit development efforts. As part of the exploit development process, adversaries may uncover exploitable vulnerabilities through methods such as fuzzing and patch analysis.(Citation: Irongeek Sims BSides 2017)</p>
<p>As with legitimate development efforts, different skill sets may be required for developing exploits. The skills needed may be located in-house, or may need to be contracted out. Use of a contractor may be considered an extension of that adversary's exploit development capabilities, provided the adversary plays a role in shaping requirements and maintains an initial degree of exclusivity to the exploit.</p>
<p>Adversaries may use exploits during various phases of the adversary lifecycle (i.e. <a href=""https://attack.mitre.org/techniques/T1190"" rel=""noopener"" target=""_blank"">Exploit Public-Facing Application</a>, <a href=""https://attack.mitre.org/techniques/T1203"" rel=""noopener"" target=""_blank"">Exploitation for Client Execution</a>, <a href=""https://attack.mitre.org/techniques/T1068"" rel=""noopener"" target=""_blank"">Exploitation for Privilege Escalation</a>, <a href=""https://attack.mitre.org/techniques/T1211"" rel=""noopener"" target=""_blank"">Exploitation for Defense Evasion</a>, <a href=""https://attack.mitre.org/techniques/T1212"" rel=""noopener"" target=""_blank"">Exploitation for Credential Access</a>, <a href=""https://attack.mitre.org/techniques/T1210"" rel=""noopener"" target=""_blank"">Exploitation of Remote Services</a>, and <a href=""https://attack.mitre.org/techniques/T1499/004"" rel=""noopener"" target=""_blank"">Application or System Exploitation</a>).</p>","",""
"Obtain Capabilities","T1588","https://attack.mitre.org/techniques/T1588","PRE","Resource Development","<p>Adversaries may buy and/or steal capabilities that can be used during targeting. Rather than developing their own capabilities in-house, adversaries may purchase, freely download, or steal them. Activities may include the acquisition of malware, software (including licenses), exploits, certificates, and information relating to vulnerabilities. Adversaries may obtain capabilities to support their operations throughout numerous phases of the adversary lifecycle.</p>
<p>In addition to downloading free malware, software, and exploits from the internet, adversaries may purchase these capabilities from third-party entities. Third-party entities can include technology companies that specialize in malware and exploits, criminal marketplaces, or from individuals.(Citation: NationsBuying)(Citation: PegasusCitizenLab)</p>
<p>In addition to purchasing capabilities, adversaries may steal capabilities from third-party entities (including other adversaries). This can include stealing software licenses, malware, SSL/TLS and code-signing certificates, or raiding closed databases of vulnerabilities or exploits.(Citation: DiginotarCompromise)</p>","",""
"Malware","T1588.001","https://attack.mitre.org/techniques/T1588/001","PRE","Resource Development","<p>Adversaries may buy, steal, or download malware that can be used during targeting. Malicious software can include payloads, droppers, post-compromise tools, backdoors, packers, and C2 protocols. Adversaries may acquire malware to support their operations, obtaining a means for maintaining control of remote machines, evading defenses, and executing post-compromise behaviors.</p>
<p>In addition to downloading free malware from the internet, adversaries may purchase these capabilities from third-party entities. Third-party entities can include technology companies that specialize in malware development, criminal marketplaces (including Malware-as-a-Service, or MaaS), or from individuals. In addition to purchasing malware, adversaries may steal and repurpose malware from third-party entities (including other adversaries).</p>","",""
"Tool","T1588.002","https://attack.mitre.org/techniques/T1588/002","PRE","Resource Development","<p>Adversaries may buy, steal, or download software tools that can be used during targeting. Tools can be open or closed source, free or commercial. A tool can be used for malicious purposes by an adversary, but (unlike malware) were not intended to be used for those purposes (ex: <a href=""https://attack.mitre.org/software/S0029"" rel=""noopener"" target=""_blank"">PsExec</a>). </p>
<p>Adversaries may obtain tools to support their operations, including to support execution of post-compromise behaviors. Tools may also be leveraged for testing &#8211; for example, evaluating malware against commercial antivirus or endpoint detection and response (EDR) applications.(Citation: Forescout Conti Leaks 2022)(Citation: Sentinel Labs Top Tier Target 2025)</p>
<p>Tool acquisition may involve the procurement of commercial software licenses, including for red teaming tools such as Cobalt Strike. In addition to freely downloading or purchasing software, adversaries may steal software and/or software licenses from third-party entities (including other adversaries). Threat actors may also crack trial versions of software.(Citation: Recorded Future Beacon 2019)</p>","",""
"Code Signing Certificates","T1588.003","https://attack.mitre.org/techniques/T1588/003","PRE","Resource Development","<p>Adversaries may buy and/or steal code signing certificates that can be used during targeting. Code signing is the process of digitally signing executables and scripts to confirm the software author and guarantee that the code has not been altered or corrupted. Code signing provides a level of authenticity for a program from the developer and a guarantee that the program has not been tampered with.(Citation: Wikipedia Code Signing) Users and/or security tools may trust a signed piece of code more than an unsigned piece of code even if they don't know who issued the certificate or who the author is.</p>
<p>Prior to <a href=""https://attack.mitre.org/techniques/T1553/002"" rel=""noopener"" target=""_blank"">Code Signing</a>, adversaries may purchase or steal code signing certificates for use in operations. The purchase of code signing certificates may be done using a front organization or using information stolen from a previously compromised entity that allows the adversary to validate to a certificate provider as that entity. Adversaries may also steal code signing materials directly from a compromised third-party.</p>","",""
"Digital Certificates","T1588.004","https://attack.mitre.org/techniques/T1588/004","PRE","Resource Development","<p>Adversaries may buy and/or steal SSL/TLS certificates that can be used during targeting. SSL/TLS certificates are designed to instill trust. They include information about the key, information about its owner's identity, and the digital signature of an entity that has verified the certificate's contents are correct. If the signature is valid, and the person examining the certificate trusts the signer, then they know they can use that key to communicate with its owner.</p>
<p>Adversaries may purchase or steal SSL/TLS certificates to further their operations, such as encrypting C2 traffic (ex: <a href=""https://attack.mitre.org/techniques/T1573/002"" rel=""noopener"" target=""_blank"">Asymmetric Cryptography</a> with <a href=""https://attack.mitre.org/techniques/T1071/001"" rel=""noopener"" target=""_blank"">Web Protocols</a>) or even enabling <a href=""https://attack.mitre.org/techniques/T1557"" rel=""noopener"" target=""_blank"">Adversary-in-the-Middle</a> if the certificate is trusted or otherwise added to the root of trust (i.e. <a href=""https://attack.mitre.org/techniques/T1553/004"" rel=""noopener"" target=""_blank"">Install Root Certificate</a>). The purchase of digital certificates may be done using a front organization or using information stolen from a previously compromised entity that allows the adversary to validate to a certificate provider as that entity. Adversaries may also steal certificate materials directly from a compromised third-party, including from certificate authorities.(Citation: DiginotarCompromise) Adversaries may register or hijack domains that they will later purchase an SSL/TLS certificate for.</p>
<p>Certificate authorities exist that allow adversaries to acquire SSL/TLS certificates, such as domain validation certificates, for free.(Citation: Let's Encrypt FAQ)</p>
<p>After obtaining a digital certificate, an adversary may then install that certificate (see <a href=""https://attack.mitre.org/techniques/T1608/003"" rel=""noopener"" target=""_blank"">Install Digital Certificate</a>) on infrastructure under their control.</p>","",""
"Exploits","T1588.005","https://attack.mitre.org/techniques/T1588/005","PRE","Resource Development","<p>Adversaries may buy, steal, or download exploits that can be used during targeting. An exploit takes advantage of a bug or vulnerability in order to cause unintended or unanticipated behavior to occur on computer hardware or software. Rather than developing their own exploits, an adversary may find/modify exploits from online or purchase them from exploit vendors.(Citation: Exploit Database)(Citation: TempertonDarkHotel)(Citation: NationsBuying)</p>
<p>In addition to downloading free exploits from the internet, adversaries may purchase exploits from third-party entities. Third-party entities can include technology companies that specialize in exploit development, criminal marketplaces (including exploit kits), or from individuals.(Citation: PegasusCitizenLab)(Citation: Wired SandCat Oct 2019) In addition to purchasing exploits, adversaries may steal and repurpose exploits from third-party entities (including other adversaries).(Citation: TempertonDarkHotel)</p>
<p>An adversary may monitor exploit provider forums to understand the state of existing, as well as newly discovered, exploits. There is usually a delay between when an exploit is discovered and when it is made public. An adversary may target the systems of those known to conduct exploit research and development in order to gain that knowledge for use during a subsequent operation.</p>
<p>Adversaries may use exploits during various phases of the adversary lifecycle (i.e. <a href=""https://attack.mitre.org/techniques/T1190"" rel=""noopener"" target=""_blank"">Exploit Public-Facing Application</a>, <a href=""https://attack.mitre.org/techniques/T1203"" rel=""noopener"" target=""_blank"">Exploitation for Client Execution</a>, <a href=""https://attack.mitre.org/techniques/T1068"" rel=""noopener"" target=""_blank"">Exploitation for Privilege Escalation</a>, <a href=""https://attack.mitre.org/techniques/T1211"" rel=""noopener"" target=""_blank"">Exploitation for Defense Evasion</a>, <a href=""https://attack.mitre.org/techniques/T1212"" rel=""noopener"" target=""_blank"">Exploitation for Credential Access</a>, <a href=""https://attack.mitre.org/techniques/T1210"" rel=""noopener"" target=""_blank"">Exploitation of Remote Services</a>, and <a href=""https://attack.mitre.org/techniques/T1499/004"" rel=""noopener"" target=""_blank"">Application or System Exploitation</a>).</p>","",""
"Vulnerabilities","T1588.006","https://attack.mitre.org/techniques/T1588/006","PRE","Resource Development","<p>Adversaries may acquire information about vulnerabilities that can be used during targeting. A vulnerability is a weakness in computer hardware or software that can, potentially, be exploited by an adversary to cause unintended or unanticipated behavior to occur. Adversaries may find vulnerability information by searching open databases or gaining access to closed vulnerability databases.(Citation: National Vulnerability Database)</p>
<p>An adversary may monitor vulnerability disclosures/databases to understand the state of existing, as well as newly discovered, vulnerabilities. There is usually a delay between when a vulnerability is discovered and when it is made public. An adversary may target the systems of those known to conduct vulnerability research (including commercial vendors). Knowledge of a vulnerability may cause an adversary to search for an existing exploit (i.e. <a href=""https://attack.mitre.org/techniques/T1588/005"" rel=""noopener"" target=""_blank"">Exploits</a>) or to attempt to develop one themselves (i.e. <a href=""https://attack.mitre.org/techniques/T1587/004"" rel=""noopener"" target=""_blank"">Exploits</a>).</p>","",""
"Artificial Intelligence","T1588.007","https://attack.mitre.org/techniques/T1588/007","PRE","Resource Development","<p>Adversaries may obtain access to generative artificial intelligence tools, such as large language models (LLMs), to aid various techniques during targeting. These tools may be used to inform, bolster, and enable a variety of malicious tasks, including conducting <a href=""https://attack.mitre.org/tactics/TA0043"" rel=""noopener"" target=""_blank"">Reconnaissance</a>, creating basic scripts, assisting social engineering, and even developing payloads.(Citation: MSFT-AI) </p>
<p>For example, by utilizing a publicly available LLM an adversary is essentially outsourcing or automating certain tasks to the tool. Using AI, the adversary may draft and generate content in a variety of written languages to be used in <a href=""https://attack.mitre.org/techniques/T1566"" rel=""noopener"" target=""_blank"">Phishing</a>/<a href=""https://attack.mitre.org/techniques/T1598"" rel=""noopener"" target=""_blank"">Phishing for Information</a> campaigns. The same publicly available tool may further enable vulnerability or other offensive research supporting <a href=""https://attack.mitre.org/techniques/T1587"" rel=""noopener"" target=""_blank"">Develop Capabilities</a>. AI tools may also automate technical tasks by generating, refining, or otherwise enhancing (e.g., <a href=""https://attack.mitre.org/techniques/T1027"" rel=""noopener"" target=""_blank"">Obfuscated Files or Information</a>) malicious scripts and payloads.(Citation: OpenAI-CTI) Finally, AI-generated text, images, audio, and video may be used for fraud, <a href=""https://attack.mitre.org/techniques/T1656"" rel=""noopener"" target=""_blank"">Impersonation</a>, and other malicious activities.(Citation: Google-Vishing24)(Citation: IC3-AI24)(Citation: WSJ-Vishing-AI24)</p>","",""
"Gather Victim Identity Information","T1589","https://attack.mitre.org/techniques/T1589","PRE","Reconnaissance","<p>Adversaries may gather information about the victim's identity that can be used during targeting. Information about identities may include a variety of details, including personal data (ex: employee names, email addresses, security question responses, etc.) as well as sensitive details such as credentials or multi-factor authentication (MFA) configurations.</p>
<p>Adversaries may gather this information in various ways, such as direct elicitation via <a href=""https://attack.mitre.org/techniques/T1598"" rel=""noopener"" target=""_blank"">Phishing for Information</a>. Information about users could also be enumerated via other active means (i.e. <a href=""https://attack.mitre.org/techniques/T1595"" rel=""noopener"" target=""_blank"">Active Scanning</a>) such as probing and analyzing responses from authentication services that may reveal valid usernames in a system or permitted MFA /methods associated with those usernames.(Citation: GrimBlog UsernameEnum)(Citation: Obsidian SSPR Abuse 2023) Information about victims may also be exposed to adversaries via online or other accessible data sets (ex: <a href=""https://attack.mitre.org/techniques/T1593/001"" rel=""noopener"" target=""_blank"">Social Media</a> or <a href=""https://attack.mitre.org/techniques/T1594"" rel=""noopener"" target=""_blank"">Search Victim-Owned Websites</a>).(Citation: OPM Leak)(Citation: Register Deloitte)(Citation: Register Uber)(Citation: Detectify Slack Tokens)(Citation: Forbes GitHub Creds)(Citation: GitHub truffleHog)(Citation: GitHub Gitrob)(Citation: CNET Leaks)</p>
<p>Gathering this information may reveal opportunities for other forms of reconnaissance (ex: <a href=""https://attack.mitre.org/techniques/T1593"" rel=""noopener"" target=""_blank"">Search Open Websites/Domains</a> or <a href=""https://attack.mitre.org/techniques/T1598"" rel=""noopener"" target=""_blank"">Phishing for Information</a>), establishing operational resources (ex: <a href=""https://attack.mitre.org/techniques/T1586"" rel=""noopener"" target=""_blank"">Compromise Accounts</a>), and/or initial access (ex: <a href=""https://attack.mitre.org/techniques/T1566"" rel=""noopener"" target=""_blank"">Phishing</a> or <a href=""https://attack.mitre.org/techniques/T1078"" rel=""noopener"" target=""_blank"">Valid Accounts</a>).</p>","",""
"Credentials","T1589.001","https://attack.mitre.org/techniques/T1589/001","PRE","Reconnaissance","<p>Adversaries may gather credentials that can be used during targeting. Account credentials gathered by adversaries may be those directly associated with the target victim organization or attempt to take advantage of the tendency for users to use the same passwords across personal and business accounts.</p>
<p>Adversaries may gather credentials from potential victims in various ways, such as direct elicitation via <a href=""https://attack.mitre.org/techniques/T1598"" rel=""noopener"" target=""_blank"">Phishing for Information</a>. Adversaries may also compromise sites then add malicious content designed to collect website authentication cookies from visitors.(Citation: ATT ScanBox) (Citation: Register Deloitte)(Citation: Register Uber)(Citation: Detectify Slack Tokens)(Citation: Forbes GitHub Creds)(Citation: GitHub truffleHog)(Citation: GitHub Gitrob)(Citation: CNET Leaks) Where multi-factor authentication (MFA) based on out-of-band communications is in use, adversaries may compromise a service provider to gain access to MFA codes and one-time passwords (OTP).(Citation: Okta Scatter Swine 2022)</p>
<p>Credential information may also be exposed to adversaries via leaks to online or other accessible data sets (ex: <a href=""https://attack.mitre.org/techniques/T1593/002"" rel=""noopener"" target=""_blank"">Search Engines</a>, breach dumps, code repositories, etc.). Adversaries may purchase credentials from dark web markets, such as Russian Market and 2easy, or through access to Telegram channels that distribute logs from infostealer malware.(Citation: Bleeping Computer 2easy 2021)(Citation: SecureWorks Infostealers 2023)(Citation: Bleeping Computer Stealer Logs 2023)</p>
<p>Gathering this information may reveal opportunities for other forms of reconnaissance (ex: <a href=""https://attack.mitre.org/techniques/T1593"" rel=""noopener"" target=""_blank"">Search Open Websites/Domains</a> or <a href=""https://attack.mitre.org/techniques/T1598"" rel=""noopener"" target=""_blank"">Phishing for Information</a>), establishing operational resources (ex: <a href=""https://attack.mitre.org/techniques/T1586"" rel=""noopener"" target=""_blank"">Compromise Accounts</a>), and/or initial access (ex: <a href=""https://attack.mitre.org/techniques/T1133"" rel=""noopener"" target=""_blank"">External Remote Services</a> or <a href=""https://attack.mitre.org/techniques/T1078"" rel=""noopener"" target=""_blank"">Valid Accounts</a>). </p>","",""
"Email Addresses","T1589.002","https://attack.mitre.org/techniques/T1589/002","PRE","Reconnaissance","<p>Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.</p>
<p>Adversaries may easily gather email addresses, since they may be readily available and exposed via online or other accessible data sets (ex: <a href=""https://attack.mitre.org/techniques/T1593/001"" rel=""noopener"" target=""_blank"">Social Media</a> or <a href=""https://attack.mitre.org/techniques/T1594"" rel=""noopener"" target=""_blank"">Search Victim-Owned Websites</a>).(Citation: HackersArise Email)(Citation: CNET Leaks) Email addresses could also be enumerated via more active means (i.e. <a href=""https://attack.mitre.org/techniques/T1595"" rel=""noopener"" target=""_blank"">Active Scanning</a>), such as probing and analyzing responses from authentication services that may reveal valid usernames in a system.(Citation: GrimBlog UsernameEnum) For example, adversaries may be able to enumerate email addresses in Office 365 environments by querying a variety of publicly available API endpoints, such as autodiscover and GetCredentialType.(Citation: GitHub Office 365 User Enumeration)(Citation: Azure Active Directory Reconnaisance)</p>
<p>Gathering this information may reveal opportunities for other forms of reconnaissance (ex: <a href=""https://attack.mitre.org/techniques/T1593"" rel=""noopener"" target=""_blank"">Search Open Websites/Domains</a> or <a href=""https://attack.mitre.org/techniques/T1598"" rel=""noopener"" target=""_blank"">Phishing for Information</a>), establishing operational resources (ex: <a href=""https://attack.mitre.org/techniques/T1586/002"" rel=""noopener"" target=""_blank"">Email Accounts</a>), and/or initial access (ex: <a href=""https://attack.mitre.org/techniques/T1566"" rel=""noopener"" target=""_blank"">Phishing</a> or <a href=""https://attack.mitre.org/techniques/T1110"" rel=""noopener"" target=""_blank"">Brute Force</a> via <a href=""https://attack.mitre.org/techniques/T1133"" rel=""noopener"" target=""_blank"">External Remote Services</a>).</p>","",""
"Employee Names","T1589.003","https://attack.mitre.org/techniques/T1589/003","PRE","Reconnaissance","<p>Adversaries may gather employee names that can be used during targeting. Employee names be used to derive email addresses as well as to help guide other reconnaissance efforts and/or craft more-believable lures.</p>
<p>Adversaries may easily gather employee names, since they may be readily available and exposed via online or other accessible data sets (ex: <a href=""https://attack.mitre.org/techniques/T1593/001"" rel=""noopener"" target=""_blank"">Social Media</a> or <a href=""https://attack.mitre.org/techniques/T1594"" rel=""noopener"" target=""_blank"">Search Victim-Owned Websites</a>).(Citation: OPM Leak) Gathering this information may reveal opportunities for other forms of reconnaissance (ex: <a href=""https://attack.mitre.org/techniques/T1593"" rel=""noopener"" target=""_blank"">Search Open Websites/Domains</a> or <a href=""https://attack.mitre.org/techniques/T1598"" rel=""noopener"" target=""_blank"">Phishing for Information</a>), establishing operational resources (ex: <a href=""https://attack.mitre.org/techniques/T1586"" rel=""noopener"" target=""_blank"">Compromise Accounts</a>), and/or initial access (ex: <a href=""https://attack.mitre.org/techniques/T1566"" rel=""noopener"" target=""_blank"">Phishing</a> or <a href=""https://attack.mitre.org/techniques/T1078"" rel=""noopener"" target=""_blank"">Valid Accounts</a>).</p>","",""
"Gather Victim Network Information","T1590","https://attack.mitre.org/techniques/T1590","PRE","Reconnaissance","<p>Adversaries may gather information about the victim's networks that can be used during targeting. Information about networks may include a variety of details, including administrative data (ex: IP ranges, domain names, etc.) as well as specifics regarding its topology and operations.</p>
<p>Adversaries may gather this information in various ways, such as direct collection actions via <a href=""https://attack.mitre.org/techniques/T1595"" rel=""noopener"" target=""_blank"">Active Scanning</a> or <a href=""https://attack.mitre.org/techniques/T1598"" rel=""noopener"" target=""_blank"">Phishing for Information</a>. Information about networks may also be exposed to adversaries via online or other accessible data sets (ex: <a href=""https://attack.mitre.org/techniques/T1596"" rel=""noopener"" target=""_blank"">Search Open Technical Databases</a>).(Citation: WHOIS)(Citation: DNS Dumpster)(Citation: Circl Passive DNS) Gathering this information may reveal opportunities for other forms of reconnaissance (ex: <a href=""https://attack.mitre.org/techniques/T1595"" rel=""noopener"" target=""_blank"">Active Scanning</a> or <a href=""https://attack.mitre.org/techniques/T1593"" rel=""noopener"" target=""_blank"">Search Open Websites/Domains</a>), establishing operational resources (ex: <a href=""https://attack.mitre.org/techniques/T1583"" rel=""noopener"" target=""_blank"">Acquire Infrastructure</a> or <a href=""https://attack.mitre.org/techniques/T1584"" rel=""noopener"" target=""_blank"">Compromise Infrastructure</a>), and/or initial access (ex: <a href=""https://attack.mitre.org/techniques/T1199"" rel=""noopener"" target=""_blank"">Trusted Relationship</a>).</p>","",""
"Domain Properties","T1590.001","https://attack.mitre.org/techniques/T1590/001","PRE","Reconnaissance","<p>Adversaries may gather information about the victim's network domain(s) that can be used during targeting. Information about domains and their properties may include a variety of details, including what domain(s) the victim owns as well as administrative data (ex: name, registrar, etc.) and more directly actionable information such as contacts (email addresses and phone numbers), business addresses, and name servers.</p>
<p>Adversaries may gather this information in various ways, such as direct collection actions via <a href=""https://attack.mitre.org/techniques/T1595"" rel=""noopener"" target=""_blank"">Active Scanning</a> or <a href=""https://attack.mitre.org/techniques/T1598"" rel=""noopener"" target=""_blank"">Phishing for Information</a>. Information about victim domains and their properties may also be exposed to adversaries via online or other accessible data sets (ex: <a href=""https://attack.mitre.org/techniques/T1596/002"" rel=""noopener"" target=""_blank"">WHOIS</a>).(Citation: WHOIS)(Citation: DNS Dumpster)(Citation: Circl Passive DNS) Where third-party cloud providers are in use, this information may also be exposed through publicly available API endpoints, such as GetUserRealm and autodiscover in Office 365 environments.(Citation: Azure Active Directory Reconnaisance)(Citation: Office 265 Azure Domain Availability) Gathering this information may reveal opportunities for other forms of reconnaissance (ex: <a href=""https://attack.mitre.org/techniques/T1596"" rel=""noopener"" target=""_blank"">Search Open Technical Databases</a>, <a href=""https://attack.mitre.org/techniques/T1593"" rel=""noopener"" target=""_blank"">Search Open Websites/Domains</a>, or <a href=""https://attack.mitre.org/techniques/T1598"" rel=""noopener"" target=""_blank"">Phishing for Information</a>), establishing operational resources (ex: <a href=""https://attack.mitre.org/techniques/T1583"" rel=""noopener"" target=""_blank"">Acquire Infrastructure</a> or <a href=""https://attack.mitre.org/techniques/T1584"" rel=""noopener"" target=""_blank"">Compromise Infrastructure</a>), and/or initial access (ex: <a href=""https://attack.mitre.org/techniques/T1566"" rel=""noopener"" target=""_blank"">Phishing</a>).</p>","",""
"DNS","T1590.002","https://attack.mitre.org/techniques/T1590/002","PRE","Reconnaissance","<p>Adversaries may gather information about the victim's DNS that can be used during targeting. DNS information may include a variety of details, including registered name servers as well as records that outline addressing for a target&#8217;s subdomains, mail servers, and other hosts. DNS MX, TXT, and SPF records may also reveal the use of third party cloud and SaaS providers, such as Office 365, G Suite, Salesforce, or Zendesk.(Citation: Sean Metcalf Twitter DNS Records)</p>
<p>Adversaries may gather this information in various ways, such as querying or otherwise collecting details via <a href=""https://attack.mitre.org/techniques/T1596/001"" rel=""noopener"" target=""_blank"">DNS/Passive DNS</a>. DNS information may also be exposed to adversaries via online or other accessible data sets (ex: <a href=""https://attack.mitre.org/techniques/T1596"" rel=""noopener"" target=""_blank"">Search Open Technical Databases</a>).(Citation: DNS Dumpster)(Citation: Circl Passive DNS) Gathering this information may reveal opportunities for other forms of reconnaissance (ex: <a href=""https://attack.mitre.org/techniques/T1596"" rel=""noopener"" target=""_blank"">Search Open Technical Databases</a>, <a href=""https://attack.mitre.org/techniques/T1593"" rel=""noopener"" target=""_blank"">Search Open Websites/Domains</a>, or <a href=""https://attack.mitre.org/techniques/T1595"" rel=""noopener"" target=""_blank"">Active Scanning</a>), establishing operational resources (ex: <a href=""https://attack.mitre.org/techniques/T1583"" rel=""noopener"" target=""_blank"">Acquire Infrastructure</a> or <a href=""https://attack.mitre.org/techniques/T1584"" rel=""noopener"" target=""_blank"">Compromise Infrastructure</a>), and/or initial access (ex: <a href=""https://attack.mitre.org/techniques/T1133"" rel=""noopener"" target=""_blank"">External Remote Services</a>).</p>
<p>Adversaries may also use DNS zone transfer (DNS query type AXFR) to collect all records from a misconfigured DNS server.(Citation: Trails-DNS)(Citation: DNS-CISA)(Citation: Alexa-dns)</p>","",""
"Network Trust Dependencies","T1590.003","https://attack.mitre.org/techniques/T1590/003","PRE","Reconnaissance","<p>Adversaries may gather information about the victim's network trust dependencies that can be used during targeting. Information about network trusts may include a variety of details, including second or third-party organizations/domains (ex: managed service providers, contractors, etc.) that have connected (and potentially elevated) network access.</p>
<p>Adversaries may gather this information in various ways, such as direct elicitation via <a href=""https://attack.mitre.org/techniques/T1598"" rel=""noopener"" target=""_blank"">Phishing for Information</a>. Information about network trusts may also be exposed to adversaries via online or other accessible data sets (ex: <a href=""https://attack.mitre.org/techniques/T1596"" rel=""noopener"" target=""_blank"">Search Open Technical Databases</a>).(Citation: Pentesting AD Forests) Gathering this information may reveal opportunities for other forms of reconnaissance (ex: <a href=""https://attack.mitre.org/techniques/T1595"" rel=""noopener"" target=""_blank"">Active Scanning</a> or <a href=""https://attack.mitre.org/techniques/T1593"" rel=""noopener"" target=""_blank"">Search Open Websites/Domains</a>), establishing operational resources (ex: <a href=""https://attack.mitre.org/techniques/T1583"" rel=""noopener"" target=""_blank"">Acquire Infrastructure</a> or <a href=""https://attack.mitre.org/techniques/T1584"" rel=""noopener"" target=""_blank"">Compromise Infrastructure</a>), and/or initial access (ex: <a href=""https://attack.mitre.org/techniques/T1199"" rel=""noopener"" target=""_blank"">Trusted Relationship</a>).</p>","",""
"Network Topology","T1590.004","https://attack.mitre.org/techniques/T1590/004","PRE","Reconnaissance","<p>Adversaries may gather information about the victim's network topology that can be used during targeting. Information about network topologies may include a variety of details, including the physical and/or logical arrangement of both external-facing and internal network environments. This information may also include specifics regarding network devices (gateways, routers, etc.) and other infrastructure.</p>
<p>Adversaries may gather this information in various ways, such as direct collection actions via <a href=""https://attack.mitre.org/techniques/T1595"" rel=""noopener"" target=""_blank"">Active Scanning</a> or <a href=""https://attack.mitre.org/techniques/T1598"" rel=""noopener"" target=""_blank"">Phishing for Information</a>. Information about network topologies may also be exposed to adversaries via online or other accessible data sets (ex: <a href=""https://attack.mitre.org/techniques/T1594"" rel=""noopener"" target=""_blank"">Search Victim-Owned Websites</a>).(Citation: DNS Dumpster) Gathering this information may reveal opportunities for other forms of reconnaissance (ex: <a href=""https://attack.mitre.org/techniques/T1596"" rel=""noopener"" target=""_blank"">Search Open Technical Databases</a> or <a href=""https://attack.mitre.org/techniques/T1593"" rel=""noopener"" target=""_blank"">Search Open Websites/Domains</a>), establishing operational resources (ex: <a href=""https://attack.mitre.org/techniques/T1583"" rel=""noopener"" target=""_blank"">Acquire Infrastructure</a> or <a href=""https://attack.mitre.org/techniques/T1584"" rel=""noopener"" target=""_blank"">Compromise Infrastructure</a>), and/or initial access (ex: <a href=""https://attack.mitre.org/techniques/T1133"" rel=""noopener"" target=""_blank"">External Remote Services</a>).</p>","",""
"IP Addresses","T1590.005","https://attack.mitre.org/techniques/T1590/005","PRE","Reconnaissance","<p>Adversaries may gather the victim's IP addresses that can be used during targeting. Public IP addresses may be allocated to organizations by block, or a range of sequential addresses. Information about assigned IP addresses may include a variety of details, such as which IP addresses are in use. IP addresses may also enable an adversary to derive other details about a victim, such as organizational size, physical location(s), Internet service provider, and or where/how their publicly-facing infrastructure is hosted.</p>
<p>Adversaries may gather this information in various ways, such as direct collection actions via <a href=""https://attack.mitre.org/techniques/T1595"" rel=""noopener"" target=""_blank"">Active Scanning</a> or <a href=""https://attack.mitre.org/techniques/T1598"" rel=""noopener"" target=""_blank"">Phishing for Information</a>. Information about assigned IP addresses may also be exposed to adversaries via online or other accessible data sets (ex: <a href=""https://attack.mitre.org/techniques/T1596"" rel=""noopener"" target=""_blank"">Search Open Technical Databases</a>).(Citation: WHOIS)(Citation: DNS Dumpster)(Citation: Circl Passive DNS) Gathering this information may reveal opportunities for other forms of reconnaissance (ex: <a href=""https://attack.mitre.org/techniques/T1595"" rel=""noopener"" target=""_blank"">Active Scanning</a> or <a href=""https://attack.mitre.org/techniques/T1593"" rel=""noopener"" target=""_blank"">Search Open Websites/Domains</a>), establishing operational resources (ex: <a href=""https://attack.mitre.org/techniques/T1583"" rel=""noopener"" target=""_blank"">Acquire Infrastructure</a> or <a href=""https://attack.mitre.org/techniques/T1584"" rel=""noopener"" target=""_blank"">Compromise Infrastructure</a>), and/or initial access (ex: <a href=""https://attack.mitre.org/techniques/T1133"" rel=""noopener"" target=""_blank"">External Remote Services</a>).</p>","",""
